1997,29801,1,1,1,29801
1997,29802,1,1,1,29801
1997,29803,1,1,1,29801
1997,29804,1,1,1,29801
1997,29805,1,1,1,29801
1997,29808,1,1,1,29801
1997,29816,1,1,1,29801
1997,29822,1,1,1,29801
1997,29828,1,1,1,29801
1997,29829,1,1,1,29801
1997,29834,1,1,1,29801
1997,29839,1,1,1,29801
1997,29809,1,1,1,29801
1997,29842,1,1,1,29801
1997,29847,1,1,1,29801
1997,29850,1,1,1,29801
1997,29851,1,1,1,29801
1997,29856,1,1,1,29801
1997,30901,0,1,1,29801
1997,30903,0,1,1,29801
1997,30904,0,1,1,29801
1997,30905,0,1,1,29801
1997,30906,0,1,1,29801
1997,30907,0,1,1,29801
1997,30909,0,1,1,29801
1997,30912,0,1,1,29801
1997,30914,0,1,1,29801
1997,30916,0,1,1,29801
1997,30917,0,1,1,29801
1997,30919,0,1,1,29801
1997,30999,0,1,1,29801
1997,30809,0,1,1,29801
1997,30812,0,1,1,29801
1997,30813,0,1,1,29801
1997,29812,0,1,1,29801
1997,29817,0,1,1,29801
1997,29821,0,1,1,29801
1997,29824,0,1,1,29801
1997,29826,0,1,1,29801
1997,29831,0,1,1,29801
1997,29832,0,1,1,29801
1997,29838,0,1,1,29801
1997,29841,0,1,1,29801
1997,29860,0,1,1,29801
1997,29861,0,1,1,29801
1997,29853,0,1,1,29801
1997,30802,0,0,1,29801
1997,30803,0,0,1,29801
1997,30805,0,0,1,29801
1997,30806,0,0,1,29801
1997,30807,0,0,1,29801
1997,30808,0,0,1,29801
1997,30810,0,0,1,29801
1997,30426,0,0,1,29801
1997,30814,0,0,1,29801
1997,30815,0,0,1,29801
1997,30811,0,0,1,29801
1997,30816,0,0,1,29801
1997,30817,0,0,1,29801
1997,30434,0,0,1,29801
1997,30819,0,0,1,29801
1997,30441,0,0,1,29801
1997,30442,0,0,1,29801
1997,30821,0,0,1,29801
1997,30822,0,0,1,29801
1997,30456,0,0,1,29801
1997,30823,0,0,1,29801
1997,30467,0,0,1,29801
1997,30824,0,0,1,29801
1997,30828,0,0,1,29801
1997,30830,0,0,1,29801
1997,30818,0,0,1,29801
1997,30833,0,0,1,29801
1997,29810,0,0,1,29801
1997,29813,0,0,1,29801
